Date,Franklin India Corporate Debt Fund - Direct - GROWTH,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,Sundaram Corporate Bond Fund Direct Plan - Growth,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,Invesco India Corporate Bond Fund - Direct Plan - Growth,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,HDFC Corporate Bond Fund - Growth Option - Direct Plan,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,Kotak Corporate Bond Fund- Direct Plan- Growth Option,BANDHAN Corporate Bond Fund - Direct Growth,PGIM India Corporate Bond Fund - Direct Plan - Growth,Axis Corporate Bond Fund - Direct Plan Growth,Union Corporate Bond Fund - Direct Plan - Growth Option,UTI Corporate Bond Fund - Direct Plan - Growth Option,DSP Corporate Bond Fund - Direct - Growth,SBI Corporate Bond Fund - Direct Plan - Growth,Mirae Asset Corporate Bond Fund Direct Growth Plan,Tata Corporate Bond Fund-Direct Plan-Growth,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,HSBC Corporate Bond Fund - Direct Growth,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH
2016-02-24,51.9797,31.3322,20.4792,56.2022,1704.5428,15.3413,16.2363,12.008,1956.5961,9.9877,,,,,,,,,,,
2016-02-25,51.921,31.3259,20.46,56.1429,1699.6091,15.3271,16.2116,11.9949,1954.8226,9.9708,,,,,,,,,,,
2016-02-26,51.9485,31.3279,20.4857,56.1971,1705.6383,15.3405,16.2236,12.0004,1955.1687,9.9686,,,,,,,,,,,
2016-02-29,52.1547,31.3863,20.5595,56.4259,1722.5865,15.3998,16.3021,12.048,1961.3281,10.0079,,,,,,,,,,,
2016-03-01,52.2011,31.4058,20.5965,56.4735,1724.6374,15.4207,16.3227,12.0595,1963.2844,10.0266,,,,,,,,,,,
2016-03-02,52.2322,31.4271,20.6239,56.4862,1723.4458,15.4319,16.3295,12.0704,1964.9398,10.0387,,,,,,,,,,,
2016-03-03,52.2454,31.4378,20.6288,56.4851,1721.5427,15.4344,16.3299,12.0723,1965.4149,10.0438,,,,,,,,,,,
2016-03-04,52.2737,31.4483,20.6369,56.4882,1725.1358,15.4362,16.333,12.0829,1966.2651,10.044,,,,,,,,,,,
2016-03-08,52.3439,31.4787,20.6975,56.5109,1726.492,15.4463,16.3423,12.0955,1968.4895,10.0546,24.59,,,,,,,,,,
2016-03-09,52.3742,31.4845,20.6968,56.531,1726.8077,15.4518,16.3495,12.0991,1969.2875,10.0618,24.5976,,,,,,,,,,
2016-03-10,52.2045,31.4869,20.6831,56.5443,1727.7221,15.4541,16.352,12.1011,1969.6327,10.0604,24.6046,,,,,,,,,,
2016-03-11,52.1825,31.4954,20.6922,56.5441,1728.7432,15.4545,16.3523,12.103,1969.3235,10.0632,24.6032,,,,,,,,,,
2016-03-14,52.2422,31.5319,20.7078,56.6175,1734.0844,15.4722,16.3741,12.1173,1971.2358,10.0718,24.6335,,,,,,,,,,
2016-03-15,52.2772,31.5472,20.7497,56.6505,1736.7139,15.4842,16.3877,12.1308,1972.8624,10.0889,24.6487,,,,,,,,,,
2016-03-16,52.302,31.5586,20.7711,56.6812,1739.6837,15.4924,16.3981,12.1398,1974.2361,10.095,24.6655,,,,,,,,,,
2016-03-17,52.3703,31.5748,20.8442,56.7381,1747.5284,15.509,16.4218,12.1578,1976.1536,10.1074,24.6832,,,,,,,,,,
2016-03-18,52.4047,31.5866,20.8823,56.7432,1747.2288,15.5168,16.4289,12.1687,1978.4864,10.1211,24.6964,,,,,,,,,,
2016-03-21,52.5033,31.6187,20.9418,56.8347,1752.3287,15.5494,16.4597,12.1925,1982.1703,10.1488,24.7361,,,,,,,,,,
2016-03-22,52.5162,31.6193,20.9612,56.8458,1751.4054,15.5543,16.4657,12.1975,1982.9415,10.1506,24.7358,,,,,,,,,,
2016-03-23,52.5155,31.6134,20.9606,56.8669,1750.2186,15.5537,16.4707,12.199,1983.2367,10.1533,24.7273,,,,,,,,,,
2016-03-28,52.5805,31.6434,20.9645,56.9113,1752.7174,15.5681,16.488,12.2082,1984.7134,10.1595,24.7422,,,,,,,,,,
2016-03-29,52.5818,31.6518,20.9646,56.9335,1749.9254,15.5693,16.4869,12.2082,1984.6976,10.1595,24.7435,,,,,,,,,,
2016-03-30,52.6011,31.6673,20.9736,56.9408,1751.7306,15.5708,16.4997,12.2135,1985.1099,10.1648,24.7457,,,,,,,,,,
2016-03-31,52.7024,31.7346,21.0021,57.0682,1755.9217,15.6063,16.5369,12.2399,1988.0915,10.185,24.8045,,,,,,,,,,
2016-04-04,52.844,31.8027,21.0795,57.2133,1762.7454,15.6495,16.585,12.2732,1992.5152,10.2209,24.8865,,,,,,,,,,
2016-04-05,52.9001,31.8353,21.1672,57.2614,1762.617,15.6688,16.6011,12.2868,1994.5283,10.2403,24.9267,,,,,,,,,,
2016-04-06,52.9738,31.8364,21.1678,57.3053,1764.4505,15.6766,16.6161,12.2908,1994.8969,10.2416,24.9329,,,,,,,,,,
2016-04-07,53.0162,31.8495,21.1774,57.3333,1768.0018,15.6853,16.6257,12.2997,1995.7243,10.2526,24.9456,,,,,,,,,,
2016-04-11,53.0799,31.8817,21.1944,57.4035,1772.7452,15.7062,16.6468,12.314,1997.5325,10.2619,24.9671,,,,,,,,,,
2016-04-12,53.1191,31.8934,21.2223,57.4274,1776.1381,15.7176,16.6581,12.3254,1998.9275,10.2756,24.994,,,,,,,,,,
2016-04-13,53.1273,31.9005,21.2277,57.411,1772.2584,15.7194,16.6505,12.3298,1999.2845,10.2783,25.002,,,,,,,,,,
2016-04-18,53.2011,31.9431,21.2527,57.4817,1774.9603,15.738,16.6672,12.3416,2001.5608,10.2848,25.0255,,,,,,,,,,
2016-04-20,53.2126,31.9558,21.2516,57.4875,1775.0649,15.7403,16.6655,12.3435,2001.6931,10.2816,25.0154,,,,,,,,,,
2016-04-21,53.1893,31.9584,21.23,57.4601,1770.2225,15.7346,16.6526,12.3334,2000.9398,10.2709,25.0061,,,,,,,,,,
2016-04-22,53.1829,31.9653,21.2105,57.4887,1773.0741,15.7387,16.6593,12.3362,2000.8515,10.2716,25.0028,,,,,,,,,,
2016-04-25,53.2247,31.9818,21.231,57.5132,1770.155,15.7442,16.6667,12.3418,2001.7269,10.276,25.0133,,,,,,,,,,
2016-04-26,53.2255,31.9862,21.2397,57.52,1770.463,15.7442,16.6634,12.3413,2001.5575,10.2706,25.0124,,,,,,,,,,
2016-04-27,53.2208,31.9859,21.2425,57.5295,1769.9398,15.7459,16.6635,12.342,2001.5577,10.2697,25.007,,,,,,,,,,
2016-04-28,53.2265,31.9853,21.2434,57.5357,1770.0882,15.7476,16.6673,12.3429,2001.3543,10.2725,25.0088,,,,,,,,,,
2016-04-29,53.2432,31.9868,21.2465,57.556,1772.8771,15.7516,16.6738,12.3476,2001.6441,10.2773,25.011,,,,,,,,,,
2016-05-02,53.2906,31.9995,21.2627,57.5894,1773.6654,15.7587,16.6864,12.3505,2002.9621,10.2861,25.0267,,,,,,,,,,
2016-05-03,53.3018,32.001,21.2663,57.5956,1772.0586,15.7603,16.689,12.347,2003.3849,10.2873,25.0302,,,,,,,,,,
2016-05-04,53.328,32.0148,21.2581,57.6147,1773.565,15.7655,16.6929,12.3495,2003.8337,10.2901,25.034,,,,,,,,,,
2016-05-05,53.3355,32.0212,21.2695,57.6288,1773.771,15.7686,16.6977,12.3526,2004.3146,10.2916,25.0386,,,,,,,,,,
2016-05-06,53.346,32.0251,21.265,57.642,1772.8071,15.7716,16.7029,12.3537,2004.6169,10.2924,25.0399,,,,,,,,,,
2016-05-09,53.3897,32.0498,21.2845,57.6813,1774.7175,15.7819,16.7121,12.3608,2005.8324,10.2961,25.0548,,,,,,,,,,
2016-05-10,53.402,32.0592,21.2827,57.6962,1774.6944,15.7845,16.7177,12.3642,2006.1971,10.3004,25.0628,,,,,,,,,,
2016-05-11,53.419,32.0692,21.2724,57.7237,1775.1875,15.7889,16.7214,12.3664,2006.9435,10.3001,25.0663,,,,,,,,,,
2016-05-12,53.4512,32.0758,21.2825,57.7514,1776.4163,15.7974,16.7341,12.3733,2007.9157,10.3089,25.0797,,,,,,,,,,
2016-05-13,53.449,32.0827,21.2809,57.7493,1775.0802,15.7997,16.7326,12.3687,2008.1417,10.3081,25.0818,,,,,,,,,,
2016-05-16,53.4862,32.1052,21.2907,57.7863,1775.1773,15.8118,16.7436,12.3775,2009.6356,10.3161,25.098,,,,,,,,,,
2016-05-17,53.4983,32.1166,21.2962,57.7902,1775.0294,15.8115,16.7462,12.3793,2009.9767,10.3151,25.0981,,,,,,,,,,
2016-05-18,53.503,32.1257,21.2959,57.7944,1773.1751,15.8145,16.7467,12.3794,2010.2407,10.3168,25.101,,,,,,,,,,
2016-05-19,53.5182,32.1331,21.2866,57.8077,1773.6382,15.8175,16.7487,12.3788,2010.3672,10.3171,25.1031,,,,,,,,,,
2016-05-20,53.5217,32.1384,21.2878,57.8053,1773.662,15.8164,16.7495,12.3816,2010.2907,10.3184,25.104,,,,,,,,,,
2016-05-23,53.5664,32.1634,21.3017,57.8508,1775.8783,15.828,16.7638,12.3906,2011.9188,10.3255,25.1207,,,,,,,,,,
2016-05-24,53.5692,32.1721,21.306,57.8596,1775.7442,15.8322,16.7657,12.3923,2012.2482,10.3266,25.1239,,,,,,,,,,
2016-05-25,53.5761,32.1774,21.3117,57.8752,1776.1532,15.8364,16.7677,12.3945,2012.5465,10.329,25.1249,,,,,,,,,,
2016-05-26,53.5857,32.1845,21.3106,57.8843,1776.0505,15.8397,16.7682,12.3953,2012.8482,10.3271,25.128,,,,,,,,,,
2016-05-27,53.6108,32.1896,21.3147,57.8911,1776.1263,15.8419,16.7741,12.4002,2013.2837,10.3309,25.1338,,,,,,,,,,
2016-05-30,53.6493,32.2092,21.3235,57.926,1778.1446,15.8515,16.7837,12.4056,2014.2861,10.3362,25.1395,,,,,,,,,,
2016-05-31,53.6546,32.2148,21.3165,57.9347,1777.9908,15.8557,16.7861,12.4074,2014.4102,10.3377,25.1421,,,,,,,,,,
2016-06-01,53.6738,32.221,21.3205,57.9369,1776.4353,15.8571,16.7854,12.4083,2014.5579,10.3388,25.1465,,,,,,,,,,
2016-06-02,53.6886,32.2282,21.3138,57.9532,1778.405,15.8603,16.7917,12.4094,2015.1101,10.343,25.1515,,,,,,,,,,
2016-06-03,53.7007,32.2356,21.3201,57.9645,1778.6769,15.8638,16.796,12.4104,2015.4988,10.3447,25.1551,,,,,,,,,,
2016-06-06,53.7493,32.261,21.3394,58.018,1781.1815,15.8756,16.8109,12.4205,2017.0176,10.3542,25.1738,,,,,,,,,,
2016-06-07,53.7704,32.2707,21.3419,58.0297,1780.615,15.8815,16.8164,12.4247,2017.628,10.358,25.1831,,,,,,,,,,
2016-06-08,53.7803,32.2809,21.3466,58.0475,1779.861,15.8859,16.8225,12.4279,2018.4347,10.3619,25.191,,,,,,,,,,
2016-06-09,53.8169,32.2925,21.3565,58.07,1780.7256,15.8918,16.8341,12.4342,2019.5852,10.3682,25.2053,,,,,,,,,,
2016-06-10,53.8292,32.3032,21.3637,58.0857,1779.933,15.8959,16.8377,12.4382,2019.6469,10.3708,25.2126,,,,,,,,,,
2016-06-13,53.8454,32.3188,21.3694,58.1064,1777.7879,15.9035,16.8426,12.4437,2020.573,10.3731,25.2239,,,,,,,,,,
2016-06-14,53.8589,32.318,21.3627,58.1156,1778.7603,15.9052,16.8446,12.4426,2020.6614,10.3743,25.2208,,,,,,,,,,
2016-06-15,53.8621,32.3273,21.3477,58.1234,1779.0662,15.9081,16.8458,12.442,2020.6564,10.3741,25.2156,,,,,,,,,,
2016-06-16,53.8812,32.3383,21.3628,58.1436,1780.7009,15.9126,16.8525,12.4475,2021.1306,10.378,25.2255,,,,,,,,,,
2016-06-17,53.898,32.3468,21.3627,58.1622,1781.6033,15.9167,16.8572,12.4504,2021.6552,10.3801,25.23,,,,,,,,,,
2016-06-20,53.9181,32.3656,21.3665,58.1803,1782.1329,15.9218,16.8574,12.4528,2022.0664,10.3791,25.2345,,,,,,,,,,
2016-06-21,53.9406,32.3751,21.3727,58.2037,1783.3957,15.9279,16.8677,12.4594,2022.9743,10.3852,25.2466,,,,,,,,,,
2016-06-22,53.9632,32.3852,21.3862,58.223,1786.7548,15.9332,16.8738,12.4636,2023.5554,10.3902,25.2519,,,,,,,,,,
2016-06-23,53.9794,32.3984,21.4029,58.2412,1786.2031,15.9382,16.881,12.4681,2024.1756,10.3938,25.2574,,,,,,,,,,
2016-06-24,53.9868,32.405,21.4014,58.2507,1788.734,15.9397,16.8821,12.4681,2024.256,10.3931,25.2581,,,,,,,,,,
2016-06-27,54.0407,32.4273,21.4185,58.3057,1796.1998,15.9552,16.8969,12.4786,2025.7124,10.4018,25.2782,,,,,,,,,,
2016-06-28,54.0618,32.4333,21.4282,58.3169,1799.9905,15.9586,16.9022,12.4818,2026.126,10.4048,25.2885,,,,,,,,,,
2016-06-29,54.0841,32.4413,21.4381,58.3462,1804.9665,15.9641,16.9096,12.4888,2026.6812,10.4111,25.2971,,,,,,,,,,
2016-06-30,54.1101,32.4527,21.4587,58.3717,1802.8962,15.9746,16.9196,12.4987,2027.7842,10.4163,25.3087,,,,,,,,,,
2016-07-01,54.1413,32.4701,21.4921,58.4144,1806.178,15.9851,16.9289,12.5065,2028.6402,10.4226,25.3244,,,,,,,,,,
2016-07-04,54.1944,32.4975,21.5094,58.4651,1806.4094,15.9988,16.9448,12.5164,2030.3187,10.4324,25.3445,,,,,,,,,,
2016-07-05,54.2487,32.5215,21.5457,58.5259,1809.3204,16.016,16.9616,12.5287,2031.6963,10.4404,25.3711,,,,,,,,,,
2016-07-07,54.297,32.5395,21.5902,58.5694,1812.0496,16.0289,16.9784,12.5421,2033.4366,10.4513,25.3937,,,,,,,,,,
2016-07-08,54.3207,32.5514,21.6027,58.5897,1813.308,16.0359,16.9874,12.5496,2034.3528,10.4588,25.4084,,,,,,,,,,
2016-07-11,54.3907,32.585,21.6211,58.6291,1814.5788,16.0451,17.008,12.5622,2036.3858,10.4712,25.4381,,,,,,,,,,
2016-07-12,54.506,32.6164,21.6672,58.7111,1821.4903,16.0681,17.0407,12.5805,2038.7402,10.4905,25.4787,,,,,,,,,,
2016-07-13,54.5645,32.6382,21.6895,58.7858,1828.144,16.0814,17.0574,12.5902,2040.236,10.5006,25.5006,,,,,,,,,,
2016-07-14,54.5966,32.6501,21.7268,58.8107,1827.3787,16.0913,17.0643,12.5995,2041.3626,10.5054,25.5183,,,,,,,,,,
2016-07-15,54.6133,32.6574,21.7355,58.8232,1831.3871,16.0953,17.0713,12.6015,2041.8336,10.5101,25.5302,,,,,,,,,,
2016-07-18,54.648,32.684,21.7563,58.843,1829.4561,16.1036,17.0821,12.6099,2043.2093,10.5232,25.5473,,,,,,,,,,
2016-07-19,54.665,32.6926,21.796,58.8639,1832.7754,16.1099,17.0871,12.6169,2043.9888,10.5275,25.562,,,,,,,,,,
2016-07-20,54.7136,32.7088,21.8209,58.911,1836.8471,16.1214,17.1113,12.6284,2045.665,10.546,25.596,,,,,,,,,,
2016-07-21,54.7324,32.7218,21.8284,58.9303,1840.3065,16.1276,17.1202,12.6331,2046.0887,10.5513,25.6027,,,,,,,,,,
2016-07-22,54.7587,32.7296,21.8549,58.9525,1842.3182,16.1339,17.1262,12.6401,2046.7789,10.5563,25.6207,,,,,,,,,,
2016-07-25,54.8075,32.7517,21.8712,59.001,1846.5414,16.147,17.141,12.6496,2048.0995,10.5658,25.6406,,,,,,,,,,
2016-07-26,54.8389,32.7648,21.8759,59.02,1850.4736,16.1531,17.1514,12.6587,2049.101,10.5738,25.65,,,,,,,,,,
2016-07-27,54.8513,32.7753,21.895,59.0385,1851.2754,16.1578,17.1614,12.6627,2049.7471,10.5776,25.6588,,,,,,,,,,
2016-07-28,54.9358,32.799,21.9626,59.1177,1864.9621,16.177,17.1891,12.686,2052.0932,10.5949,25.7028,,,,,,,,,,
2016-07-29,54.9787,32.8116,21.9815,59.1532,1868.2458,16.1868,17.2119,12.697,2053.4479,10.6108,25.7322,,,,,,,,,,
2016-08-01,55.0384,32.8389,22.0347,59.2155,1875.2352,16.202,17.2303,12.7149,2055.4157,10.6258,25.7542,,,,,,,,,,
2016-08-02,55.0456,32.8417,22.0279,59.2058,1871.2332,16.1996,17.2278,12.7148,2055.4487,10.6258,25.7527,,,,,,,,,,
2016-08-03,55.0281,32.8492,22.0033,59.1836,1867.0838,16.1949,17.2133,12.7062,2054.77,10.613,25.7356,,,,,,,,,,
2016-08-04,55.0494,32.8545,21.9959,59.1968,1869.9224,16.1979,17.2187,12.7077,2055.0767,10.6161,25.741,,,,,,,,,,
2016-08-05,55.0782,32.8633,22.01,59.2173,1873.154,16.2033,17.2251,12.7142,2055.9827,10.6207,25.7622,,,,,,,,,,
2016-08-08,55.1242,32.8884,22.0199,59.2685,1873.7323,16.219,17.2371,12.7213,2057.3965,10.6238,25.7684,,,,,,,,,,
2016-08-09,55.1964,32.9113,22.0965,59.3303,1885.2722,16.2371,17.265,12.7448,2059.6997,10.6452,25.8136,,,,,,,,,,
2016-08-10,55.2507,32.9224,22.1877,59.3865,1891.4955,16.2501,17.2916,12.7667,2061.9727,10.6673,25.8548,,,,,,,,,,
2016-08-11,55.3165,32.949,22.2261,59.4689,1897.9024,16.2668,17.3076,12.7829,2063.6716,10.6781,25.9028,,,,,,,,,,
2016-08-12,55.3086,32.9528,22.2489,59.4679,1896.9446,16.267,17.304,12.7839,2063.5485,10.6768,25.9038,,,,,,,,,,
2016-08-16,55.3657,32.9759,22.2528,59.5255,1894.9812,16.2803,17.3209,12.7913,2065.1247,10.6872,25.92,,,,,,,,,,
2016-08-18,55.3408,32.9821,22.2099,59.5156,1887.4491,16.2774,17.3074,12.782,2064.2593,10.6767,25.9047,,,,,,,,,,
2016-08-19,55.3506,32.9889,22.2005,59.5289,1891.5216,16.2799,17.3072,12.7834,2064.107,10.6776,25.9018,,,,,,,,,,
2016-08-22,55.3497,33.0053,22.1863,59.5214,1885.1059,16.2801,17.3039,12.7817,2064.3737,10.6729,25.8954,,,,,,,,,,
2016-08-23,55.3574,33.0101,22.1819,59.538,1885.76,16.2841,17.3012,12.7822,2064.5518,10.6705,25.8919,,,,,,,,,,
2016-08-24,55.3928,33.0179,22.188,59.5706,1890.4923,16.2906,17.3149,12.79,2065.3872,10.6804,25.912,,,,,,,,,,
2016-08-25,55.4371,33.03,22.2199,59.6047,1893.4524,16.2982,17.3304,12.8005,2067.1537,10.6922,25.9339,,,,,,,,,,
2016-08-26,55.4782,33.0506,22.2466,59.6307,1894.1684,16.307,17.3442,12.8117,2068.3674,10.7015,25.9503,,,,,,,,,,
2016-08-29,55.5138,33.0728,22.2615,59.666,1896.0182,16.3173,17.3531,12.8188,2069.4492,10.7066,25.9641,,,,,,,,,,
2016-08-30,55.5296,33.0775,22.3049,59.6805,1899.7579,16.3213,17.36,12.8273,2070.2066,10.7127,25.9886,,,,,,,,,,
2016-08-31,55.5518,33.0852,22.3259,59.6997,1900.7055,16.3248,17.3621,12.8325,2070.8556,10.7151,25.9939,,,,,,,,,,
2016-09-01,55.5774,33.0978,22.32,59.7278,1899.7104,16.3299,17.3694,12.8374,2071.6568,10.7212,26.0007,,,,,,,,,,
2016-09-02,55.599,33.1046,22.3273,59.7481,1898.8978,16.3348,17.3766,12.8414,2072.3008,10.723,26.0077,,,,,,,,,,
2016-09-06,55.6702,33.1351,22.3446,59.8163,1902.4708,16.3518,17.3992,12.8552,2074.315,10.7378,26.0378,,,,,,,,,,
2016-09-07,55.7247,33.148,22.4047,59.8719,1910.7946,16.3649,17.4184,12.8703,2075.9658,10.7497,26.0679,,,,,,,,,,
2016-09-08,55.7583,33.161,22.42,59.9018,1911.4058,16.3719,17.4293,12.88,2076.8729,10.7569,26.0834,,,,,,,,,,
2016-09-09,55.7687,33.1664,22.4249,59.9293,1911.1016,16.3782,17.4337,12.8834,2077.4507,10.7602,26.0854,,,,,,,,,,
2016-09-12,55.7917,33.1881,22.4327,59.941,1907.4353,16.3822,17.4365,12.8853,2078.3869,10.7618,26.0915,,,,,,,,,,
2016-09-14,55.7793,33.1939,22.426,59.946,1906.169,16.385,17.4239,12.8778,2077.8154,10.7548,26.08,,,,,,,,,,
2016-09-15,55.7987,33.2068,22.4411,59.9615,1907.8163,16.3897,17.4349,12.8821,2078.5128,10.7582,26.089,,,,,,,,,,
2016-09-16,55.8286,33.221,22.4363,59.9834,1908.2582,16.3954,17.4436,12.8862,2079.3784,10.7623,26.0977,,,,,,,,,,
2016-09-19,55.8662,33.2469,22.4502,60.0065,1907.9009,16.4033,17.4531,12.8939,2080.9647,10.7671,26.1143,,,,,,,,,,
2016-09-20,55.8596,33.2522,22.4453,60.0076,1905.3277,16.4031,17.4495,12.8917,2080.7048,10.7679,26.1178,,,,,,,,,,
2016-09-21,55.8778,33.2581,22.4531,60.0096,1908.4405,16.408,17.4545,12.8948,2081.0334,10.7704,26.1219,,,,,,,,,,
2016-09-22,55.9332,33.2793,22.5113,60.0985,1918.6573,16.4247,17.4788,12.9163,2083.1539,10.7869,26.162,,,,,,,,,,
2016-09-23,55.96,33.2902,22.5166,60.1288,1922.8592,16.4319,17.4911,12.9231,2083.9919,10.7933,26.1756,,,,,,,,,,
2016-09-26,56.0106,33.3198,22.5617,60.1938,1928.067,16.4509,17.5164,12.9413,2086.2407,10.8048,26.2036,,,,,,,,,,
2016-09-27,56.0698,33.337,22.5863,60.2416,1928.9001,16.4624,17.5297,12.9507,2087.3565,10.8117,26.2268,,,,,,,,,,
2016-09-28,56.0972,33.3506,22.5879,60.2656,1932.0504,16.4699,17.5397,12.9534,2088.0804,10.8162,26.232,,,,,,,,,,
2016-09-29,56.0673,33.3411,22.5344,60.2183,1920.1761,16.4551,17.5199,12.9376,2086.756,10.8054,26.2026,,,,,,,,,,
2016-09-30,56.094,33.3586,22.582,60.2333,1925.9239,16.4651,17.5257,12.9488,2088.0012,10.8091,26.2181,,,,,,,,,,
2016-10-03,56.2064,33.3974,22.6507,60.3413,1933.8285,16.4921,17.56,12.9711,2091.3828,10.8297,26.2623,,,,,,,,,,
2016-10-04,56.2386,33.4081,22.6701,60.4048,1937.6437,16.5054,17.5842,12.9804,2092.6845,10.8417,26.2834,,,,,,,,,,
2016-10-05,56.3763,33.4663,22.756,60.5538,1943.3155,16.5505,17.6422,13.0125,2098.044,10.8803,26.3765,,,,,,,,,,
2016-10-06,56.4104,33.4905,22.7641,60.5759,1940.083,16.5572,17.6488,13.0236,2099.8125,10.8885,26.3995,,,,,,,,,,
2016-10-07,56.4067,33.4924,22.7486,60.5603,1935.7091,16.5518,17.6389,13.0185,2099.441,10.8812,26.3887,,,,,,,,,,
2016-10-10,56.4596,33.516,22.7802,60.6161,1940.3679,16.5687,17.6594,13.0314,2101.4343,10.8945,26.4134,,,,,,,,,,
2016-10-13,56.4842,33.5318,22.7721,60.6361,1937.4274,16.5731,17.6606,13.0397,2102.2094,10.8962,26.4149,,,,,,,,,,
2016-10-14,56.4669,33.5304,22.7337,60.6222,1932.8418,16.5684,17.6509,13.0316,2101.0379,10.8866,26.4016,,,,,,,,,,
2016-10-17,56.476,33.5421,22.7136,60.6368,1933.7991,16.5711,17.6488,13.0286,2100.9925,10.8803,26.3932,,,,,,,,,,
2016-10-18,56.499,33.55,22.7278,60.6585,1936.156,16.5771,17.6531,13.0375,2101.9037,10.8865,26.4095,,,,,,,,,,
2016-10-19,56.5123,33.5548,22.7329,60.6722,1935.8829,16.58,17.6599,13.0412,2102.0817,10.8922,26.4211,,,,,,,,,,
2016-10-20,56.5159,33.5536,22.7364,60.6661,1934.0871,16.5777,17.6603,13.0412,2102.0012,10.8931,26.4238,,,,,,,,,,
2016-10-21,56.523,33.5563,22.7301,60.6678,1934.7898,16.5774,17.6618,13.041,2102.3086,10.8923,26.4199,,,,,,,,,,
2016-10-24,56.5521,33.5712,22.7293,60.6985,1936.3803,16.5847,17.6686,13.0471,2103.1769,10.8951,26.4274,,,,,,,,,,
2016-10-25,56.5399,33.5662,22.7174,60.6953,1934.0042,16.5846,17.664,13.0384,2102.6718,10.8863,26.412,,,,,,,,,,
2016-10-26,56.5407,33.5669,22.7295,60.6969,1935.6992,16.5854,17.6601,13.0398,2102.3654,10.8866,26.409,,,,,,,,,,
2016-10-27,56.5371,33.5658,22.7262,60.6857,1933.6793,16.5822,17.6557,13.037,2102.3835,10.8817,26.4041,,,,,,,,,,
2016-10-28,56.5387,33.5698,22.7207,60.6882,1933.3965,16.5848,17.654,13.0376,2102.3535,10.8812,26.3991,,,,,,,,,,
2016-11-01,56.5853,33.5918,22.7279,60.7259,1932.4905,16.5965,17.6664,13.0472,2103.7637,10.8903,26.4171,,,,,,,,,,
2016-11-02,56.5978,33.5977,22.7192,60.7286,1931.6979,16.592,17.6649,13.0484,2104.0805,10.8916,26.4208,,,,,,,,,,
2016-11-03,56.6016,33.6012,22.7324,60.7347,1932.0854,16.596,17.6672,13.0489,2104.4591,10.8933,26.4244,,,,,,,,,,
2016-11-04,56.6037,33.605,22.6927,60.7322,1926.7768,16.5922,17.6668,13.0467,2104.7028,10.8921,26.4206,,,,,,,,,,
2016-11-07,56.64,33.6241,22.7006,60.7663,1927.7104,16.601,17.6762,13.052,2105.7999,10.8964,26.4312,,,,,,,,,,
2016-11-08,56.656,33.63,22.7055,60.7872,1931.353,16.6058,17.6814,13.0544,2106.2414,10.8994,26.4349,,,,,,,,,,
2016-11-09,56.7807,33.676,22.809,60.9269,1948.2953,16.6457,17.7277,13.0891,2109.7965,10.9362,26.5133,,,,,,,,,,
2016-11-10,56.8345,33.7075,22.8473,61.0218,1953.2556,16.6716,17.7557,13.1019,2111.6485,10.9504,26.5467,,,,,,,,,,
2016-11-11,56.8308,33.7099,22.846,60.9981,1946.4642,16.6696,17.7438,13.0989,2111.9977,10.9494,26.5461,,,,,,,,,,
2016-11-15,57.0097,33.7806,22.9636,61.2342,1970.9183,16.7217,17.8076,13.1511,2116.9684,10.9863,26.6262,,,,,,,,,,
2016-11-16,57.1964,33.852,23.1196,61.3959,1980.7444,16.7813,17.8826,13.2111,2124.2193,11.0516,26.7688,,,,,,,,,,
2016-11-17,57.2171,33.869,23.1216,61.419,1983.1351,16.7891,17.8955,13.2141,2124.5327,11.0501,26.7672,,,,,,,,,,
2016-11-18,57.208,33.8687,23.0968,61.3682,1980.9263,16.7799,17.8852,13.21,2123.2207,11.043,26.7511,,,,,,,,,,
2016-11-21,57.3389,33.9221,23.1955,61.5981,2002.7187,16.8283,17.9316,13.2519,2127.2035,11.0767,26.8303,,,,,,,,,,
2016-11-22,57.3511,33.9325,23.2029,61.6006,2006.6956,16.8348,17.9416,13.2583,2128.5361,11.0812,26.841,,,,,,,,,,
2016-11-23,57.4021,33.9531,23.2379,61.6733,2018.0225,16.8566,17.9669,13.2656,2130.2972,11.0965,26.8758,,,,,,,,,,
2016-11-24,57.4745,33.9946,23.3328,61.8447,2036.3232,16.8925,18.0016,13.2926,2132.8529,11.1149,26.9328,,,,,,,,,,
2016-11-25,57.4719,33.9985,23.3216,61.8261,2030.0706,16.8954,17.9989,13.2909,2132.9573,11.1137,26.9262,,,,,,,,,,
2016-11-28,57.425,33.9814,23.2537,61.703,2017.9732,16.869,17.9769,13.2677,2131.2694,11.0988,26.885,,,,,,,,,,
2016-11-29,57.4177,33.9811,23.2288,61.6892,2016.6328,16.8664,17.9731,13.2603,2131.074,11.0957,26.8729,,,,,,,,,,
2016-11-30,57.4726,34.0037,23.2662,61.7706,2027.9864,16.8833,17.9926,13.278,2132.6151,11.1086,26.9018,,,,,,,,,,
