Date,Franklin India Corporate Debt Fund - Direct - GROWTH,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,Sundaram Corporate Bond Fund Direct Plan - Growth,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,Invesco India Corporate Bond Fund - Direct Plan - Growth,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,HDFC Corporate Bond Fund - Growth Option - Direct Plan,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,Kotak Corporate Bond Fund- Direct Plan- Growth Option,BANDHAN Corporate Bond Fund - Direct Growth,PGIM India Corporate Bond Fund - Direct Plan - Growth,Axis Corporate Bond Fund - Direct Plan Growth,Union Corporate Bond Fund - Direct Plan - Growth Option,UTI Corporate Bond Fund - Direct Plan - Growth Option,DSP Corporate Bond Fund - Direct - Growth,SBI Corporate Bond Fund - Direct Plan - Growth,Mirae Asset Corporate Bond Fund Direct Growth Plan,Tata Corporate Bond Fund-Direct Plan-Growth,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,HSBC Corporate Bond Fund - Direct Growth,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH
2014-01-03,42.2524,25.993,16.4187,46.1668,1459.2914,12.6829,13.3994,,,,,,,,,,,,,,
2014-01-06,42.2792,26.0098,16.4478,46.2126,1461.2905,12.6923,13.4099,,,,,,,,,,,,,,
2014-01-07,42.3063,26.011,16.4796,46.2218,1461.6066,12.6936,13.4178,,,,,,,,,,,,,,
2014-01-08,42.297,26.0091,16.4581,46.2221,1461.2521,12.6946,13.4194,,,,,,,,,,,,,,
2014-01-09,42.3017,26.0074,16.4579,46.222,1461.653,12.6957,13.4163,,,,,,,,,,,,,,
2014-01-10,42.322,26.0192,16.4799,46.2413,1462.7008,12.7006,13.4213,,,,,,,,,,,,,,
2014-01-13,42.3732,26.0404,16.51,46.286,1464.9762,12.7099,13.4398,,,,,,,,,,,,,,
2014-01-15,42.4371,26.0543,16.5648,46.3421,1469.4703,12.7165,13.4597,,,,,,,,,,,,,,
2014-01-16,42.467,26.0619,16.585,46.3556,1471.0032,12.7195,13.465,,,,,,,,,,,,,,
2014-01-17,42.4874,26.0658,16.5724,46.3707,1469.8435,12.7228,13.4725,,,,,,,,,,,,,,
2014-01-20,42.546,26.0846,16.6355,46.4172,1476.0011,12.7325,13.4861,,,,,,,,,,,,,,
2014-01-21,42.5857,26.1004,16.6662,46.4563,1475.4229,12.7372,13.4994,,,,,,,,,,,,,,
2014-01-22,42.5492,26.1031,16.6349,46.4369,1471.8727,12.7397,13.4868,,,,,,,,,,,,,,
2014-01-23,42.5587,26.1086,16.6466,46.4469,1470.9811,12.7432,13.4901,,,,,,,,,,,,,,
2014-01-24,42.519,26.1127,16.5901,46.4333,1467.4506,12.7481,13.4846,,,,,,,,,,,,,,
2014-01-27,42.5382,26.127,16.5972,46.4473,1466.909,12.756,13.4916,,,,,,,,,,,,,,
2014-01-28,42.485,26.1166,16.5449,46.4029,1465.9995,12.7561,13.4689,,,,,,,,,,,,,,
2014-01-29,42.4904,26.122,16.5502,46.4079,1465.0009,12.7596,13.4667,,,,,,,,,,,,,,
2014-01-30,42.4747,26.1196,16.5386,46.3861,1462.1969,12.7618,13.4515,,,,,,,,,,,,,,
2014-01-31,42.4505,26.1199,16.4932,46.3868,1464.7232,12.7635,13.4527,,,,,,,,,,,,,,
2014-02-03,42.4889,26.1407,16.5211,46.432,1466.6893,12.7727,13.4671,,,,,,,,,,,,,,
2014-02-04,42.5284,26.1523,16.5484,46.4582,1470.0284,12.7763,13.4776,,,,,,,,,,,,,,
2014-02-05,42.5694,26.1597,16.6052,46.4809,1469.429,12.7793,13.4901,,,,,,,,,,,,,,
2014-02-06,42.5818,26.1722,16.5892,46.5037,1468.7728,12.7838,13.4992,,,,,,,,,,,,,,
2014-02-07,42.5865,26.1769,16.5899,46.5203,1468.6236,12.7869,13.5,,,,,,,,,,,,,,
2014-02-10,42.6035,26.1928,16.5976,46.5534,1470.8964,12.7948,13.514,10.0357,,,,,,,,,,,,,
2014-02-11,42.5902,26.1967,16.5506,46.5442,1467.3066,12.7976,13.5063,10.0279,,,,,,,,,,,,,
2014-02-12,42.5655,26.2004,16.5377,46.5267,1462.005,12.8002,13.499,10.017,,,,,,,,,,,,,
2014-02-13,42.5405,26.1996,16.522,46.5106,1460.0745,12.8041,13.493,10.0113,,,,,,,,,,,,,
2014-02-14,42.546,26.2021,16.5268,46.4957,1461.8382,12.8064,13.4844,10.0054,,,,,,,,,,,,,
2014-02-17,42.58,26.2197,16.534,46.5328,1462.4438,12.8151,13.4973,10.0163,,,,,,,,,,,,,
2014-02-18,42.5951,26.2257,16.547,46.5504,1464.2131,12.8184,13.5011,10.0212,,,,,,,,,,,,,
2014-02-20,42.6112,26.2388,16.5461,46.5779,1464.3053,12.8249,13.512,10.0265,,,,,,,,,,,,,
2014-02-21,42.6214,26.2447,16.5479,46.5958,1464.684,12.8276,13.5177,10.0305,,,,,,,,,,,,,
2014-02-24,42.6392,26.2637,16.5551,46.62,1461.2524,12.8367,13.5269,10.0313,,,,,,,,,,,,,
2014-02-25,42.6357,26.2708,16.5284,46.6201,1461.1227,12.8396,13.5304,10.0258,,,,,,,,,,,,,
2014-02-26,42.6413,26.2774,16.5268,46.6289,1460.4065,12.8434,13.5321,10.026,,,,,,,,,,,,,
2014-02-28,42.6748,26.2881,16.5432,46.6544,1462.2032,12.8496,13.5384,10.0325,,,,,,,,,,,,,
2014-03-03,42.6946,26.2976,16.5514,46.685,1461.8719,12.8583,13.5486,10.0358,,,,,,,,,,,,,
2014-03-04,42.6929,26.2945,16.5517,46.6913,1462.1506,12.8591,13.5452,10.0363,,,,,,,,,,,,,
2014-03-05,42.7307,26.3224,16.5634,46.7259,1462.9593,12.8657,13.5542,10.044,,,,,,,,,,,,,
2014-03-06,42.7702,26.3299,16.5964,46.7563,1464.0486,12.8722,13.5635,10.0561,,,,,,,,,,,,,
2014-03-07,42.7896,26.3491,16.591,46.7815,1464.526,12.8784,13.5738,10.0604,,,,,,,,,,,,,
2014-03-10,42.8288,26.3686,16.6012,46.8174,1466.1259,12.89,13.5892,10.0706,,,,,,,,,,,,,
2014-03-11,42.8653,26.386,16.5869,46.8713,1467.5047,12.9003,13.6091,10.0848,,,,,,,,,,,,,
2014-03-12,42.9227,26.3909,16.6151,46.8718,1468.0688,12.9056,13.6143,10.0919,,,,,,,,,,,,,
2014-03-13,42.9472,26.3985,16.6288,46.8897,1468.3366,12.9105,13.6214,10.0948,,,,,,,,,,,,,
2014-03-14,42.9364,26.415,16.6115,46.9079,1467.6558,12.9133,13.6268,10.0953,,,,,,,,,,,,,
2014-03-18,42.983,26.4439,16.6211,46.9624,1468.4699,12.929,13.639,10.1051,,,,,,,,,,,,,
2014-03-19,43.0294,26.4532,16.6619,46.9749,1469.5758,12.9337,13.6427,10.1112,,,,,,,,,,,,,
2014-03-20,43.0365,26.4646,16.658,46.9987,1468.8833,12.9392,13.6509,10.1161,,,,,,,,,,,,,
2014-03-21,43.0926,26.4897,16.6982,47.0522,1470.7881,12.9545,13.6668,10.1309,,,,,,,,,,,,,
2014-03-24,43.2067,26.5267,16.7392,47.1187,1473.0454,12.9722,13.6904,10.1597,,,,,,,,,,,,,
2014-03-25,43.2428,26.5306,16.7444,47.1468,1473.2472,12.975,13.6943,10.1665,,,,,,,,,,,,,
2014-03-26,43.2372,26.5303,16.7567,47.1434,1473.7598,12.9745,13.6909,10.1637,,,,,,,,,,,,,
2014-03-27,43.2611,26.5343,16.7616,47.1497,1472.9197,12.9686,13.6955,10.1661,,,,,,,,,,,,,
2014-03-28,43.2904,26.5662,16.7716,47.2178,1474.7168,12.9891,13.7121,10.1771,,,,,,,,,,,,,
2014-03-31,43.2904,26.5662,16.7716,47.256,1474.7168,12.9981,13.7222,10.1771,,,,,,,,,,,,,
2014-04-02,43.1812,26.589,16.7357,47.2265,1470.0752,12.9952,13.7145,10.1775,,,,,,,,,,,,,
2014-04-03,43.1616,26.5985,16.722,47.2367,1468.2986,13.0014,13.718,10.1793,,,,,,,,,,,,,
2014-04-04,43.1042,26.6028,16.659,47.2056,1466.3949,13.0013,13.7061,10.157,,,,,,,,,,,,,
2014-04-07,43.0813,26.6201,16.6586,47.2297,1466.3107,13.0101,13.7137,10.1623,,,,,,,,,,,,,
2014-04-09,43.0653,26.6277,16.6412,47.2348,1468.7743,13.0139,13.7126,10.1571,,,,,,,,,,,,,
2014-04-10,43.0904,26.633,16.6436,47.2457,1470.1457,13.0148,13.7152,10.163,,,,,,,,,,,,,
2014-04-11,43.1491,26.6425,16.6894,47.2862,1472.747,13.0191,13.7251,10.1757,,,,,,,,,,,,,
2014-04-15,43.221,26.6667,16.7035,47.3357,1473.8981,13.0319,13.7394,10.1824,,,,,,,,,,,,,
2014-04-16,43.2746,26.6733,16.7163,47.3783,1474.5877,13.0385,13.7547,10.1929,,,,,,,,,,,,,
2014-04-17,43.3684,26.6851,16.7567,47.4051,1478.2492,13.0436,13.7593,10.2001,,,,,,,,,,,,,
2014-04-21,43.4388,26.7096,16.8118,47.4687,1480.6298,13.0571,13.7809,10.2178,,,,,,,,,,,,,
2014-04-22,43.5222,26.7135,16.8309,47.5116,1482.9296,13.0611,13.7948,10.2346,,,,,,,,,,,,,
2014-04-23,43.5462,26.7212,16.8696,47.5302,1482.8968,13.066,13.8018,10.2438,,,,,,,,,,,,,
2014-04-24,43.5462,26.7212,16.8696,47.5302,1482.8968,13.069,13.8018,10.2438,,,,,,,,,,,,,
2014-04-25,43.6235,26.7335,16.9583,47.555,1482.1763,13.0744,13.8114,10.2515,,,,,,,,,,,,,
2014-04-28,43.6515,26.7497,16.9443,47.5761,1483.4444,13.0803,13.8168,10.2552,,,,,,,,,,,,,
2014-04-29,43.6787,26.755,16.9659,47.5933,1485.2158,13.0845,13.8217,10.2637,,,,,,,,,,,,,
2014-04-30,43.722,26.7627,16.9876,47.6262,1485.8559,13.0896,13.8329,10.2716,,,,,,,,,,,,,
2014-05-02,43.7587,26.7774,17.0192,47.6602,1487.3011,13.0972,13.8459,10.2834,,,,,,,,,,,,,
2014-05-05,43.8384,26.798,17.0835,47.7235,1490.682,13.1121,13.8648,10.3008,,,,,,,,,,,,,
2014-05-06,43.8471,26.8051,17.1011,47.7378,1490.0441,13.1199,13.869,10.3,,,,,,,,,,,,,
2014-05-07,43.8441,26.8134,17.0959,47.7458,1489.2211,13.1212,13.8732,10.301,,,,,,,,,,,,,
2014-05-08,43.8549,26.8242,17.1246,47.7649,1490.8714,13.1263,13.8796,10.3042,,,,,,,,,,,,,
2014-05-09,43.8923,26.8322,17.1169,47.8031,1492.4128,13.1337,13.8923,10.3158,,,,,,,,,,,,,
2014-05-12,43.9577,26.8534,17.1375,47.8587,1493.8302,13.1482,13.9133,10.3273,,,,,,,,,,,,,
2014-05-13,43.989,26.8604,17.1181,47.864,1491.8552,13.1493,13.915,10.324,,,,,,,,,,,,,
2014-05-15,44.0035,26.8773,17.1213,47.8929,1492.7847,13.1587,13.9253,10.3313,,,,,,,,,,,,,
2014-05-16,44.0429,26.8891,17.1529,47.9665,1494.2335,13.17,13.9449,10.3492,,,,,,,,,,,,,
2014-05-19,44.0469,26.9089,17.1422,47.9841,1493.6636,13.1766,13.9503,10.3481,,,,,,,,,,,,,
2014-05-20,44.0736,26.9181,17.1522,47.9875,1494.7458,13.1803,13.9537,10.3511,,,,,,,,,,,,,
2014-05-21,44.1262,26.9301,17.1979,48.0188,1497.9623,13.1859,13.9626,10.3636,,,,,,,,,,,,,
2014-05-22,44.1589,26.9384,17.2168,48.0389,1501.0303,13.1943,13.969,10.369,,,,,,,,,,,,,
2014-05-23,44.2411,26.9493,17.2597,48.0993,1506.0496,13.2085,13.987,10.3892,,,,,,,,,,,,,
2014-05-26,44.2829,26.9664,17.2684,48.1271,1504.0035,13.2149,13.9915,10.3921,,,,,,,,,,,,,
2014-05-27,44.3186,26.9729,17.2886,48.1494,1505.4247,13.2176,13.9968,10.3966,,,,,,,,,,,,,
2014-05-28,44.3286,26.9781,17.2969,48.1512,1504.8968,13.2188,13.9992,10.3965,,,,,,,,,,,,,
2014-05-29,44.3527,26.9873,17.3013,48.1771,1506.5916,13.2226,14.0072,10.4026,,,,,,,,,,,,,
2014-05-30,44.3939,26.9968,17.3222,48.2014,1508.2426,13.2323,14.0129,10.4126,,,,,,,,,,,,,
2014-06-02,44.4326,27.0137,17.3555,48.229,1510.1859,13.2396,14.0194,10.4161,,,,,,,,,,,,,
2014-06-03,44.5302,27.0253,17.4271,48.2851,1515.2377,13.2539,14.0357,10.436,,,,,,,,,,,,,
2014-06-04,44.6069,27.0464,17.4397,48.3217,1516.7989,13.2627,14.0449,10.4459,,,,,,,,,,,,,
2014-06-05,44.7196,27.0556,17.4971,48.3526,1522.6403,13.2695,14.0512,10.4573,,,,,,,,,,,,,
2014-06-06,44.7794,27.0636,17.5417,48.3842,1528.1877,13.275,14.0546,10.4653,,,,,,,,,,,,,
2014-06-09,44.8883,27.0845,17.5929,48.4406,1526.0068,13.2878,14.0752,10.4752,,,,,,,,,,,,,
2014-06-10,44.8969,27.0888,17.5989,48.4385,1525.4238,13.2846,14.0751,10.4744,,,,,,,,,,,,,
2014-06-11,44.906,27.0952,17.6055,48.4453,1526.5454,13.2865,14.074,10.4785,,,,,,,,,,,,,
2014-06-12,44.9128,27.1023,17.6068,48.4649,1525.5334,13.2908,14.0787,10.4805,,,,,,,,,,,,,
2014-06-13,44.9167,27.1081,17.6197,48.4884,1523.1967,13.2957,14.0848,10.4833,,,,,,,,,,,,,
2014-06-16,44.8982,27.1226,17.5974,48.4843,1520.74,13.2987,14.0831,10.4773,,,,,,,,,,,,,
2014-06-17,44.9175,27.1285,17.6079,48.4857,1523.1523,13.2991,14.084,10.4801,,,,,,,,,,,,,
2014-06-18,44.8851,27.1355,17.5811,48.4945,1519.8562,13.3025,14.0848,10.4756,,,,,,,,,,,,,
2014-06-19,44.8292,27.1391,17.5867,48.4828,1519.1379,13.302,14.0826,10.4729,,,,,,,,,,,,,
2014-06-20,44.8012,27.1439,17.569,48.4684,1517.9894,13.3016,14.081,10.4676,,,,,,,,,,,,,
2014-06-23,44.778,27.1589,17.57,48.4891,1516.2974,13.3097,14.0867,10.4678,,,,,,,,,,,,,
2014-06-24,44.8033,27.1633,17.5741,48.5053,1519.5692,13.3152,14.0862,10.4721,,,,,,,,,,,,,
2014-06-25,44.8163,27.1682,17.5667,48.5187,1520.3144,13.3183,14.0916,10.4773,,,,,,,,,,,,,
2014-06-26,44.8065,27.1783,17.5701,48.5425,1519.5215,13.323,14.0992,10.4808,,,,,,,,,,,,,
2014-06-27,44.8063,27.1835,17.5769,48.5483,1519.3747,13.3256,14.0992,10.4803,,,,,,,,,,,,,
2014-06-30,44.8456,27.2054,17.5931,48.5858,1520.4509,13.3372,14.1111,10.4896,,,,,,,,,,,,,
2014-07-02,44.9248,27.2228,17.5881,48.6381,1523.1414,13.3487,14.1277,10.5024,,,,,,,,,,,,,
2014-07-03,44.9337,27.2311,17.6078,48.649,1523.8529,13.3533,14.1303,10.5044,,,,,,,,,,,,,
2014-07-04,44.9506,27.2384,17.6207,48.663,1524.0724,13.3584,14.1363,10.5098,,,,,,,,,,,,,
2014-07-07,44.9825,27.2599,17.6547,48.6977,1523.8681,13.366,14.1449,10.5162,,,,,,,,,,,,,
2014-07-08,44.9649,27.2641,17.6322,48.6952,1522.2185,13.367,14.1455,10.5135,,,,,,,,,,,,,
2014-07-09,44.9849,27.2672,17.6534,48.7036,1522.8262,13.3677,14.1465,10.5141,,,,,,,,,,,,,
2014-07-10,44.9775,27.2708,17.6472,48.7107,1521.5636,13.37,14.1497,10.5127,,,,,,,,,,,,,
2014-07-11,44.8588,27.2504,17.5214,48.5978,1518.239,13.3461,14.1068,10.4755,,,,,,,,,,,,,
2014-07-14,44.8099,27.2628,17.4675,48.57,1516.7861,13.3463,14.1004,10.465,,,,,,,,,,,,,
2014-07-15,44.8512,27.269,17.5059,48.5906,1520.1618,13.3532,14.1051,10.4715,,,,,,,,,,,,,
2014-07-16,44.8848,27.2806,17.5152,48.6227,1521.1987,13.3605,14.1159,10.4828,,,,,,,,,,,,,
2014-07-17,44.9132,27.291,17.528,48.6505,1521.6216,13.3686,14.1255,10.4896,,,,,,,,,,,,,
2014-07-18,44.9307,27.2985,17.5406,48.6656,1520.4427,13.372,14.1292,10.4919,,,,,,,,,,,,,
2014-07-21,45.0012,27.3179,17.5623,48.7168,1524.6052,13.3827,14.1457,10.5072,,,,,,,,,,,,,
2014-07-22,45.0594,27.3284,17.6055,48.752,1526.2819,13.3912,14.1604,10.5192,,,,,,,,,,,,,
2014-07-23,45.1089,27.3375,17.6203,48.7879,1528.8513,13.3966,14.173,10.5275,,,,,,,,,,,,,
2014-07-24,45.1477,27.3449,17.6318,48.8185,1530.8037,13.4044,14.1838,10.5368,,,,,,,,,,,,,
2014-07-25,45.1528,27.3549,17.6049,48.8334,1529.9525,13.4053,14.1891,10.5394,,,,,,,,,,,,,
2014-07-28,45.1616,27.3736,17.6007,48.8503,1529.0838,13.4122,14.1972,10.5437,,,,,,,,,,,,,
2014-07-30,45.1548,27.3852,17.574,48.8527,1527.5201,13.4149,14.1966,10.5412,,,,,,,,,,,,,
2014-07-31,45.1739,27.3909,17.5801,48.8678,1528.0391,13.4186,14.2041,10.5441,,,,,,,,,,,,,
2014-08-01,45.1654,27.3945,17.5743,48.8672,1527.339,13.4203,14.2026,10.543,,,,,,,,,,,,,
2014-08-04,45.1967,27.4149,17.5875,48.9018,1528.6436,13.4295,14.2124,10.5513,,,,,,,,,,,,,
2014-08-05,45.0783,27.4204,17.5665,48.881,1523.6389,13.4277,14.2077,10.5399,,,,,,,,,,,,,
2014-08-06,44.9935,27.4198,17.5467,48.8592,1521.9459,13.4246,14.1991,10.5331,,,,,,,,,,,,,
2014-08-07,45.0186,27.4257,17.5207,48.8673,1522.6361,13.4252,14.2029,10.5358,,,,,,,,,,,,,
2014-08-08,45.0253,27.4306,17.5164,48.8665,1528.2631,13.4269,14.2,10.5336,,,,,,,,,,,,,
2014-08-11,45.1252,27.4483,17.5513,48.908,1529.1867,13.439,14.2126,10.5461,,,,,,,,,,,,,
2014-08-12,45.0536,27.455,17.5505,48.9337,1529.514,13.4424,14.2183,10.5488,,,,,,,,,,,,,
2014-08-13,45.2344,27.4618,17.5593,48.9613,1529.839,13.4502,14.2283,10.5577,,,,,,,,,,,,,
2014-08-14,45.3382,27.4684,17.5629,48.9752,1530.1782,13.453,14.2311,10.5625,,,,,,,,,,,,,
2014-08-19,45.3756,27.4996,17.601,49.0368,1531.8707,13.4699,14.2533,10.5756,,,,,,,,,,,,,
2014-08-20,45.6206,27.5053,17.6223,49.0605,1532.1625,13.4742,14.26,10.5882,,,,,,,,,,,,,
2014-08-21,45.5386,27.5137,17.6016,49.069,1532.5694,13.4749,14.2613,10.589,,,,,,,,,,,,,
2014-08-22,45.5395,27.523,17.6098,49.086,1532.9525,13.4813,14.2623,10.5902,,,,,,,,,,,,,
2014-08-25,45.4298,27.5429,17.5972,49.109,1534.0551,13.4898,14.2706,10.5916,,,,,,,,,,,,,
2014-08-26,45.4474,27.5508,17.5949,49.1257,1534.441,13.494,14.2769,10.5953,,,,,,,,,,,,,
2014-08-27,45.4936,27.5588,17.6062,49.1482,1534.8399,13.5002,14.2849,10.6012,,,,,,,,,,,,,
2014-08-28,45.4757,27.5636,17.6141,49.1581,1535.1801,13.5026,14.2896,10.6037,,,,,,,,,,,,,
2014-09-01,45.5302,27.5907,17.6275,49.2113,1536.642,13.5173,14.3053,10.6132,,,,,,,,,,,,,
2014-09-02,45.5942,27.5967,17.6377,49.2213,1537.0555,13.5206,14.3087,10.6172,,,,,,,,,,,,,
2014-09-03,45.608,27.6058,17.6488,49.2468,1537.4412,13.5267,14.3177,10.6249,,,,,,,,,,,,,
2014-09-04,45.6099,27.6116,17.6555,49.2624,1537.7944,13.531,14.3201,10.6263,,,,,,,,,,,,,
2014-09-05,45.6214,27.6174,17.6607,49.2811,1538.1851,13.5353,14.3266,10.6304,,,,,,,,,,,,,
2014-09-08,45.6961,27.6359,17.681,49.3188,1539.257,13.5452,14.3404,10.6398,,,,,,,,,,,,,
2014-09-09,45.6836,27.6414,17.6788,49.3249,1539.5966,13.5489,14.3443,10.6409,,,,,,,,,,,,,
2014-09-10,45.6666,27.648,17.6759,49.3425,1539.9636,13.5501,14.3435,10.6423,,,,,,,,,,,,,
2014-09-11,45.7106,27.654,17.6855,49.355,1540.3507,13.554,14.3475,10.6467,,,,,,,,,,,,,
2014-09-12,45.7261,27.6599,17.6797,49.3683,1540.7549,13.5575,14.3524,10.6499,,,,,,,,,,,,,
2014-09-15,45.7611,27.6813,17.7085,49.4056,1541.9167,13.5672,14.3631,10.6581,,,,,,,,,,,,,
2014-09-16,45.773,27.6874,17.7118,49.4168,1542.2686,13.5655,14.3668,10.661,,,,,,,,,,,,,
2014-09-17,45.7923,27.6955,17.7328,49.4298,1542.7146,13.5699,14.3708,10.6651,,,,,,,,,,,,,
2014-09-18,45.8618,27.7033,17.7736,49.4549,1543.2065,13.5769,14.3783,10.6734,,,,,,,,,,,,,
2014-09-19,45.8804,27.7108,17.7917,49.4668,1543.6723,13.5806,14.3813,10.6774,,,,,,,,,,,,,
2014-09-22,45.9403,27.7309,17.8391,49.5266,1544.8185,13.594,14.3983,10.6921,,,,,,,,,,,,,
2014-09-23,45.9324,27.7392,17.8559,49.5377,1545.2182,13.5979,14.4001,10.6922,,,,,,,,,,,,,
2014-09-24,45.9337,27.746,17.8564,49.5528,1545.6034,13.6018,14.4041,10.6965,,,,,,,,,,,,,
2014-09-25,45.9411,27.7552,17.8604,49.5672,1545.9909,13.605,14.4088,10.6992,,,,,,,,,,,,,
2014-09-26,46.0277,27.7636,17.9278,49.6019,1546.3904,13.6162,14.4227,10.7108,,,,,,,,,,,,,
2014-09-29,45.9898,27.7808,17.931,49.629,1547.5362,13.6224,14.4291,10.7128,,,,,,,,,,,,,
2014-09-30,45.9927,27.7913,17.9168,49.6303,1548.0182,13.6239,14.4324,10.711,,,,,,,,,,,,,
2014-10-01,46.0243,27.7991,17.9254,49.6454,1548.5249,13.6297,14.436,10.7163,,,,,,,,,,,,,
2014-10-07,46.1357,27.8411,17.9934,49.7381,1550.9182,13.6563,14.462,10.7391,,,,,,,,,,,,,
2014-10-08,46.193,27.8516,18.0141,49.7721,1551.4907,13.6632,14.4711,10.7478,,,,,,,,,,,,,
2014-10-09,46.1536,27.8587,17.995,49.7718,1551.9034,13.6661,14.471,10.7475,,,,,,,,,,,,,
2014-10-10,46.2085,27.8672,18.023,49.8098,1552.288,13.6747,14.4822,10.7576,,,,,,,,,,,,,
2014-10-13,46.2714,27.8866,18.0551,49.8527,1553.5904,13.6862,14.4927,10.767,,,,,,,,,,,,,
2014-10-14,46.3375,27.8983,18.1361,49.9012,1554.0451,13.6961,14.5069,10.78,,,,,,,,,,,,,
2014-10-16,46.4234,27.9164,18.1746,49.9591,1554.9068,13.7096,14.5296,10.7969,,,,,,,,,,,,,
2014-10-17,46.4206,27.9279,18.1601,49.9736,1555.4004,13.712,14.535,10.802,,,,,,,,,,,,,
2014-10-20,46.4873,27.9528,18.1751,50.0279,1556.6503,13.7245,14.5494,10.8157,,,,,,,,,,,,,
2014-10-21,46.5271,27.966,18.2056,50.0657,1557.1746,13.7324,14.561,10.8241,,,,,,,,,,,,,
2014-10-22,46.5423,27.9718,18.1787,50.0916,1557.2113,13.738,14.5713,10.8287,,,,,,,,,,,,,
2014-10-27,46.6464,28.0079,18.2346,50.1645,1559.109,13.7554,14.595,10.8431,,,,,,,,,,,,,
2014-10-28,46.6849,28.0221,18.2666,50.1951,1559.4979,13.7613,14.5989,10.8521,,,,,,,,,,,,,
2014-10-29,46.7216,28.0309,18.2891,50.2194,1559.9682,13.7662,14.6045,10.8601,,,,,,,,,,,,,
2014-10-30,46.7932,28.0411,18.3233,50.2584,1560.4125,13.7727,14.613,10.8729,,,,,,,,,,,,,
2014-10-31,46.8434,28.0493,18.3723,50.2995,1560.8905,13.779,14.6275,10.8836,,,,,,,,,,,,,
2014-11-03,46.9301,28.0756,18.4315,50.3606,1562.1927,13.7928,14.6462,10.8988,,,,,,,,,,,,,
2014-11-05,47.0574,28.0972,18.5139,50.44,1563.3176,13.8092,14.6705,10.9236,,,,,,,,,,,,,
2014-11-07,47.0752,28.1144,18.5194,50.4703,1564.1695,13.8173,14.6812,10.9307,,,,,,,,,,,,,
2014-11-10,47.1412,28.1377,18.5405,50.5226,1565.378,13.8291,14.6962,10.9463,,,,,,,,,,,,,
2014-11-11,47.1458,28.1493,18.5347,50.5367,1565.7559,13.8311,14.6994,10.9481,,,,,,,,,,,,,
2014-11-12,47.1766,28.1565,18.5532,50.5513,1566.1038,13.8348,14.7033,10.9506,,,,,,,,,,,,,
2014-11-13,47.1268,28.1602,18.5456,50.5295,1566.4221,13.833,14.6966,10.9461,,,,,,,,,,,,,
2014-11-14,47.1455,28.1672,18.5388,50.5414,1566.7271,13.8362,14.6994,10.9475,,,,,,,,,,,,,
2014-11-17,47.2143,28.1905,18.567,50.5955,1567.7737,13.8481,14.7153,10.9608,,,,,,,,,,,,,
2014-11-18,47.2569,28.1997,18.6126,50.6221,1568.1277,13.8525,14.7216,10.966,,,,,,,,,,,,,
2014-11-19,47.2803,28.2053,18.6182,50.6378,1568.4755,13.8559,14.7275,10.9697,,,,,,,,,,,,,
2014-11-20,47.2985,28.2122,18.632,50.6543,1568.813,13.8596,14.7328,10.9739,,,,,,,,,,,,,
2014-11-21,47.3135,28.2175,18.6284,50.6679,1569.1522,13.8631,14.7359,10.9749,,,,,,,,,,,,,
2014-11-24,47.3388,28.2347,18.628,50.6937,1570.1228,13.8717,14.7443,10.9797,,,,,,,,,,,,,
2014-11-25,47.3702,28.243,18.6596,50.7154,1570.4669,13.8765,14.7517,10.9854,,,,,,,,,,,,,
2014-11-26,47.384,28.249,18.6634,50.7364,1571.0536,13.8796,14.7537,10.9856,,,,,,,,,,,,,
2014-11-27,47.4138,28.2542,18.681,50.7474,1571.534,13.8827,14.7549,10.9896,,,,,,,,,,,,,
2014-11-28,47.5089,28.2643,18.733,50.7912,1575.2243,13.8901,14.7659,11.0052,,,,,,,,,,,,,
2014-12-01,47.5834,28.2897,18.7893,50.8408,1578.5037,13.9026,14.7798,11.0207,,,,,,,,,,,,,
2014-12-02,47.6917,28.3008,18.8526,50.9061,1589.7469,13.9107,14.7946,11.038,,,,,,,,,,,,,
2014-12-03,47.7024,28.3095,18.8623,50.9254,1591.733,13.914,14.7998,11.0418,,,,,,,,,,,,,
2014-12-04,47.7086,28.3211,18.8728,50.9336,1591.9623,13.9159,14.7991,11.0427,,,,,,,,,,,,,
2014-12-05,47.7342,28.3256,18.866,50.9508,1597.3062,13.9182,14.7986,11.0406,,,,,,,,,,,,,
2014-12-08,47.7731,28.3448,18.8711,50.9874,1600.6832,13.9269,14.8094,11.0479,,,,,,,,,,,,,
2014-12-09,47.8009,28.3534,18.8818,51.0139,1606.4572,13.9308,14.8141,11.0548,,,,,,,,,,,,,
2014-12-10,47.7775,28.3612,18.8644,51.0064,1606.4952,13.9296,14.8108,11.0507,,,,,,,,,,,,,
2014-12-11,47.8205,28.3673,18.8997,51.0299,1613.3969,13.9313,14.8111,11.0561,,,,,,,,,,,,,
2014-12-12,47.8612,28.3738,18.905,51.0686,1620.3425,13.9358,14.8172,11.063,,,,,,,,,,,,,
2014-12-15,47.906,28.392,18.93,51.1094,1618.6858,13.9474,14.8313,11.0724,,,,,,,,,,,,,
